Factuurnummer,Factuurdatum,Identificatienummer,Naam,Commerciële naam,Bedrijfscategorieën,Vertegenwoordiger,Land,Stad,Prijsklasse,Artikelnummer,Naam product,Productcategorieën,Aantal,Grondstof,Liter
202400295,08/05/2024,87,Hoop Bier BV,Hoop Bier BV,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Standaard prijs,149,Hoop US Lager rvs 50L,"Bier in RVS fust, Kern",2,Hoop US Lager,100.0
202400297,15/05/2024,612,TPC Heiloo,TPC Heiloo,Vereniging,,Nederland,Heiloo,Korting 15%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",7,Hoop Kaper Tropical - Summer Session IPA,27.72
202400298,21/05/2024,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202400298,21/05/2024,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98
202400298,21/05/2024,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65
202400299,15/05/2024,556,MOKUM HOSPITALITY B.V.,MOKUM HOSPITALITY B.V.,Café,,Nederland,AMSTERDAM,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",7,Hoop Bleke Nelis,27.72
202400299,15/05/2024,556,MOKUM HOSPITALITY B.V.,MOKUM HOSPITALITY B.V.,Café,,Nederland,AMSTERDAM,Korting 15%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",4,Hoop Kaper Tropical - Summer Session IPA,15.84
202400300,14/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202400300,14/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,7.92
202400301,14/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,423,"Hoop - Gem Zaanstad Gemeente Pils doos 12fles/0,33l","Bier in fles, Zaanstad",2,Hoop US Lager,7.92
202400301,14/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202400302,14/05/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",4,Hoop Bleke Nelis,80.0
202400302,14/05/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",3,Hoop Kaper Tropical - Summer Session IPA,60.0
202400303,14/05/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84
202400303,14/05/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,364,Hoop US Lager dolium 30L,"Bier in dolium (one-way keg), Kern",6,Hoop US Lager,180.0
202400305,17/05/2024,421,Rue Du Saint,Rue Du Saint,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,KROMMENIE,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202400308,22/05/2024,491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96
202400309,22/05/2024,271,Restaurant De Kraai B.V.,Restaurant De Kraai B.V.,"Restaurant, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",5,Hoop Bleke Nelis,19.8
202400311,17/05/2024,517,Tap Zuid B.V.,Tap Zuid B.V.,"Restaurant, Wisseltap",Dennis de Leeuw,Nederland,AMSTERDAM,Korting 15%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",4,Hoop Kaper Tropical - Summer Session IPA,80.0
202400311,17/05/2024,517,Tap Zuid B.V.,Tap Zuid B.V.,"Restaurant, Wisseltap",Dennis de Leeuw,Nederland,AMSTERDAM,Korting 15%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",1,Hoop Bleke Nelis,20.0
202400313,24/05/2024,323,Cafe de Slager,Cafe de Slager,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",2,Hoop Bleke Nelis,40.0
202400315,25/05/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,149,Hoop US Lager rvs 50L,"Bier in RVS fust, Kern",20,Hoop US Lager,1000.0
202400315,25/05/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,364,Hoop US Lager dolium 30L,"Bier in dolium (one-way keg), Kern",9,Hoop US Lager,270.0
202400315,25/05/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",9,Hoop Bleke Nelis,180.0
202400318,28/05/2024,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,40.0
202400319,23/05/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,364,Hoop US Lager dolium 30L,"Bier in dolium (one-way keg), Kern",1,Hoop US Lager,30.0
202400319,23/05/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",3,Hoop Bleke Nelis,11.88
202400320,22/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202400320,22/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,7.92
202400321,22/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,3,Hoop Bleke Nelis,4.95
202400321,22/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,449,"Hoop Bleke Nelis doos 6fles/0,75l","Bier in fles, Kern",2,Hoop Bleke Nelis,9.0
202400322,22/05/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",3,Hoop Bleke Nelis,60.0
202400322,22/05/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",4,Hoop Kaper Tropical - Summer Session IPA,80.0
202400324,31/05/2024,615,Bergen Binnen,Bergen Binnen,Restaurant,Sjors Sombroek,Nederland,Bergen,Standaard prijs,119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",4,Hoop Bleke Nelis,80.0
202400324,31/05/2024,615,Bergen Binnen,Bergen Binnen,Restaurant,Sjors Sombroek,Nederland,Bergen,Standaard prijs,385,Hoop Bleke Nelis rvs 20L rental,"Bier in RVS fust, Kern",2,Hoop Bleke Nelis,40.0
202400326,28/05/2024,716,Valerius Boutique Hotel,Valerius Boutique Hotel,"Horeca, hotel, Zaanstreek",Sjors Sombroek,Nederland,WORMER,Korting 15%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,7.92
202400326,28/05/2024,716,Valerius Boutique Hotel,Valerius Boutique Hotel,"Horeca, hotel, Zaanstreek",Sjors Sombroek,Nederland,WORMER,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202400327,28/05/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,364,Hoop US Lager dolium 30L,"Bier in dolium (one-way keg), Kern",1,Hoop US Lager,30.0
202400327,28/05/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",5,Hoop Bleke Nelis,19.8
202400327,28/05/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65
202400327,28/05/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98
202400328,28/05/2024,22,Slijterij Vonk B.V.,Slijterij Vonk B.V.,"Retail, Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,3,Hoop Bleke Nelis,4.95
202400328,28/05/2024,22,Slijterij Vonk B.V.,Slijterij Vonk B.V.,"Retail, Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",2,Hoop Bleke Nelis,40.0
202400329,28/05/2024,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,20,Hoop Bleke Nelis,39.6
202400329,28/05/2024,467,Van Bieren Retail,Van Bieren Retail B.V. Full Service,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren fullservice,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,10,Hoop Bleke Nelis,16.5
202400330,28/05/2024,476,SPAR linnenbank,SPAR linnenbank,"Keten, Zaanstreek",Sjors Sombroek,Nederland,ZAANDIJK,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",1,Hoop Bleke Nelis,3.96
202400330,28/05/2024,476,SPAR linnenbank,SPAR linnenbank,"Keten, Zaanstreek",Sjors Sombroek,Nederland,ZAANDIJK,Korting 20%,458,"Hoop Seasonal Summer Session doos 24blik/0,33l","Bier in blik, Seasonal",1,Hoop Kaper Tropical - Summer Session IPA,7.92
202400331,23/05/2024,248,Cafe Fabriek,Cafe Fabriek,"Café, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,40.0
202400331,23/05/2024,248,Cafe Fabriek,Cafe Fabriek,"Café, Zaanstreek",Dennis de Leeuw,Nederland,ZAANDAM,Korting 15%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",1,Hoop Bleke Nelis,20.0
202400332,22/05/2024,614,Brantjes Makelaar,Brantjes Makelaar,"B2B, Zaanstreek",,Nederland,Assendelft,Korting 15%,329,"Hoop Bleke Nelis doos 6fles/0,75l (ongelabeld)","Bier in fles, Limited",33,Hoop Bleke Nelis,148.5
202400334,31/05/2024,594,BIMAMI-events (TOPZ ZAANDAM),BIMAMI-events (TOPZ ZAANDAM),"Kantine, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 15%,119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",1,Hoop Bleke Nelis,20.0
202400335,31/05/2024,491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202400335,31/05/2024,491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202400335,31/05/2024,491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202400335,31/05/2024,491,Koog Supermarkten BV,Koog Supermarkten BV,"Slijterij, Zaanstreek",Sjors Sombroek,Nederland,Haarlem,Korting 20%,197,Hoop Cadeauset 6x 4 fles Seasonal Winter,Cadeauset,-2,Hoop Kaper Tropical - Summer Session IPA,-3.96
202400336,28/05/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,119,Hoop Bleke Nelis rvs 20L,"Bier in RVS fust, Kern",2,Hoop Bleke Nelis,40.0
202400336,28/05/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,40.0
202400337,30/05/2024,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,458,"Hoop Seasonal Summer Session doos 24blik/0,33l","Bier in blik, Seasonal",1,Hoop Kaper Tropical - Summer Session IPA,7.92
202400337,30/05/2024,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,423,"Hoop - Gem Zaanstad Gemeente Pils doos 12fles/0,33l","Bier in fles, Zaanstad",1,Hoop US Lager,3.96
202400339,31/05/2024,564,De Pofferbak,De Pofferbak,"Horeca, Zaanstreek",,Nederland,KOOG AAN DE ZAAN,Korting 15%,458,"Hoop Seasonal Summer Session doos 24blik/0,33l","Bier in blik, Seasonal",2,Hoop Kaper Tropical - Summer Session IPA,15.84
202400340,31/05/2024,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,1,Hoop Bleke Nelis,1.98
202400340,31/05/2024,23,Slijterij Drinks & Gifts,Slijterij Drinks & Gifts,"Slijterij, Zaanstreek",Dennis de Leeuw,Nederland,KROMMENIE,Korting 15%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,1,Hoop Bleke Nelis,1.65
202400341,28/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84
202400341,28/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",3,Hoop Kaper Tropical - Summer Session IPA,11.88
202400341,28/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,423,"Hoop - Gem Zaanstad Gemeente Pils doos 12fles/0,33l","Bier in fles, Zaanstad",2,Hoop US Lager,7.92
202400341,28/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202400341,28/05/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202400342,31/05/2024,435,Monnik Dranken,Monnik Dranken,Distributeurs,Dennis de Leeuw,Nederland,OLDENZAAL,Korting 25%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",30,Hoop Kaper Tropical - Summer Session IPA,118.8
202400343,30/05/2024,160,Lab-44,Lab-44,Eigen groep,Dennis de Leeuw,Nederland,Zaandam,Korting 20%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",3,Hoop Bleke Nelis,60.0
202400344,17/05/2024,493,Stichting PinksterZaan,Stichting PinksterZaan,"Festivals, Zaanstreek",,Nederland,Zaandam,Korting 15%,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,1,Hoop Kaper Tropical - Summer Session IPA,1.98
202400345,30/05/2024,87,Hoop Bier BV,Hoop Bier BV,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Standaard prijs,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",3,Hoop Kaper Tropical - Summer Session IPA,60.0
202400347,04/06/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202400347,04/06/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202400347,04/06/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202400348,04/06/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,366,Hoop Bleke Nelis dolium 30L,"Bier in dolium (one-way keg), Kern",4,Hoop Bleke Nelis,120.0
202400348,04/06/2024,4,Restaurant | Hoop doet Eten,Restaurant | Hoop doet Eten,Eigen groep,Dennis de Leeuw,Nederland,Zaandijk,Korting 25%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",5,Hoop Kaper Tropical - Summer Session IPA,100.0
202400349,04/06/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",3,Hoop Bleke Nelis,11.88
202400349,04/06/2024,5,Winkel | Hoop doet Eten,Winkel | Hoop doet Eten,"Eigen groep, Retail, Zaanstreek",Dennis de Leeuw,Nederland,Zaandijk,Korting 20%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",7,Hoop Kaper Tropical - Summer Session IPA,27.72
202400350,05/06/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202400350,05/06/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202400350,05/06/2024,579,Van Bieren Retail B.V.,Van Bieren Retail B.V. Administratief,Distributeurs,Dennis de Leeuw,Nederland,Utrecht,van Bieren administratief,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202400351,05/06/2024,9,Café Swart B.V.,Café Swart B.V.,"Café, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,385,Hoop Bleke Nelis rvs 20L rental,"Bier in RVS fust, Kern",2,Hoop Bleke Nelis,40.0
202400352,04/06/2024,479,De Stoomhal,De Stoomhal,"Café, Zaanstreek",Dennis de Leeuw,Nederland,Wormer,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",4,Hoop Bleke Nelis,15.84
202400353,04/06/2024,427,KVZ,KVZ,"Vereniging, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,104,Hoop Bleke Nelis dolium 20L,"Bier in dolium (one-way keg), Kern",2,Hoop Bleke Nelis,40.0
202400353,04/06/2024,427,KVZ,KVZ,"Vereniging, Zaanstreek",Sjors Sombroek,Nederland,ZAANDAM,Korting 15%,385,Hoop Bleke Nelis rvs 20L rental,"Bier in RVS fust, Kern",-2,Hoop Bleke Nelis,-40.0
202400354,04/06/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,364,Hoop US Lager dolium 30L,"Bier in dolium (one-way keg), Kern",4,Hoop US Lager,120.0
202400354,04/06/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",3,Hoop Bleke Nelis,11.88
202400355,04/06/2024,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,449,"Hoop Bleke Nelis doos 6fles/0,75l","Bier in fles, Kern",1,Hoop Bleke Nelis,4.5
202400355,04/06/2024,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,192,Hoop Cadeauset 5x 5 fles kern,Cadeauset,2,Hoop Bleke Nelis,3.3
202400355,04/06/2024,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202400356,12/06/2024,333,VVV Zaanstore,VVV Zaanstore,"Retail, Zaanstreek",Sjors Sombroek,Nederland,Zaandam,Korting 15%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",2,Hoop Bleke Nelis,7.92
202400357,14/06/2024,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,200,Hoop Cadeauset 6x 4 fles Licht & Fris,Cadeauset,2,Hoop Bleke Nelis,3.96
202400357,14/06/2024,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,195,Hoop Cadeauset 6x 4 fles Seasonal Summer,Cadeauset,2,Hoop Kaper Tropical - Summer Session IPA,3.96
202400357,14/06/2024,20,De Keuken in,De Keuken in,"Retail, Speciaalzaak, Zaanstreek",Sjors Sombroek,Nederland,ASSENDELFT,Korting 15%,57,"Hoop Seasonal Summer Session IPA doos 12fles/0,33l","Bier in fles, Seasonal",1,Hoop Kaper Tropical - Summer Session IPA,3.96
202400358,12/06/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,364,Hoop US Lager dolium 30L,"Bier in dolium (one-way keg), Kern",3,Hoop US Lager,90.0
202400358,12/06/2024,66,d'Swarte Walvis,d'Swarte Walvis,"Eigen groep, Zaanstreek",Dennis de Leeuw,Nederland,Zaandam,Korting 20%,17,"Hoop Bleke Nelis doos 12fles/0,33l","Bier in fles, Kern",6,Hoop Bleke Nelis,23.76
202400359,12/06/2024,517,Tap Zuid B.V.,Tap Zuid B.V.,"Restaurant, Wisseltap",Dennis de Leeuw,Nederland,AMSTERDAM,Korting 15%,385,Hoop Bleke Nelis rvs 20L rental,"Bier in RVS fust, Kern",1,Hoop Bleke Nelis,20.0
202400359,12/06/2024,517,Tap Zuid B.V.,Tap Zuid B.V.,"Restaurant, Wisseltap",Dennis de Leeuw,Nederland,AMSTERDAM,Korting 15%,131,Hoop Seasonal Summer Session IPA rvs 20L,"Bier in RVS fust, Seasonal",4,Hoop Kaper Tropical - Summer Session IPA,80.0
